job_id,job_title,category,industry,company,company_size,location,work_mode,experience_level,required_experience_years,salary_range,skills,job_description,posted_date
53,BI Developer,Data & Analytics,Retail,MegaMart,SME,Delhi NCR,Hybrid,Junior,3,"₹26,300/mo - ₹71,700/mo","mlops, ab testing, r, data modeling, pytorch, tableau, seaborn, deep learning, matplotlib, computer vision, redshift, decision tree, storytelling, communication, critical thinking, stakeholder management","As a Junior BI Developer in the Retail domain at MegaMart, you will collaborate with cross-functional teams. Develop predictive models to support business decisions. Collaborate with stakeholders to define KPIs and metrics. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-02-23
54,Fleet Manager,Operations & Supply Chain,Automobile,GearTech,MNC,Surat,On-site,Mid,5,"₹48,400/mo - ₹163,500/mo","digital twin, logistics, excel, erp, six sigma, inventory management, oracle, lean, tableau, warehouse management, problem solving, stakeholder management, attention to detail, time management, ownership, communication","As a Mid Fleet Manager in the Automobile domain at GearTech, you will contribute to a high-performing team. Track inventory levels and manage procurement processes. Coordinate with vendors and logistics partners. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-01-06
55,Telemedicine Coordinator,Healthcare,Consulting,PrimePath,MNC,Chennai,Remote,Mid,5,"₹46,400/mo - ₹151,800/mo","clinical documentation, healthcare analytics, ehr, cerner, icd-10, sql, data entry, telemedicine, digital health, quality assurance, time management, teamwork, empathy, problem solving, attention to detail","As a Mid Telemedicine Coordinator in the Consulting domain at PrimePath, you will build scalable solutions. Ensure compliance with healthcare regulations and standards. Maintain accurate clinical documentation and patient records. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-02-06
56,BI Developer,Data & Analytics,Technology,SynapseAI,MNC,Pune,On-site,Junior,2,"₹27,200/mo - ₹81,000/mo","r, decision tree, pandas, ab testing, matplotlib, data modeling, forecasting, machine learning, k-means, communication, critical thinking, stakeholder management, problem solving, storytelling, presentation","As a Junior BI Developer in the Technology domain at SynapseAI, you will contribute to a high-performing team. Collaborate with stakeholders to define KPIs and metrics. Analyse large datasets to extract actionable insights. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-12-09
57,Data Scientist,Data & Analytics,Technology,NexGen Systems,Startup,Kolkata,Hybrid,Senior,12,"₹114,100/mo - ₹392,100/mo","feature engineering, statistics, mlops, deep learning, machine learning, streamlit, sql, excel, tensorflow, communication, stakeholder management, problem solving","As a Senior Data Scientist in the Technology domain at NexGen Systems, you will contribute to a high-performing team. Develop predictive models to support business decisions. Analyse large datasets to extract actionable insights. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-10-17
58,Product Design Engineer,Mechanical & Manufacturing,Manufacturing,SteelWorks,SME,Mumbai,Remote,Senior,9,"₹112,500/mo - ₹397,800/mo","fmea, iot, root cause analysis, plc programming, generative design, quality control, autocad, cobots, cnc, 3d printing, digital twin, problem solving, attention to detail, teamwork, communication, time management, ownership","As a Senior Product Design Engineer in the Manufacturing domain at SteelWorks, you will build scalable solutions. Conduct root cause analysis for production issues. Design and develop mechanical components and systems. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-10-01
59,Industrial Engineer,Mechanical & Manufacturing,Manufacturing,AlloyPro,Startup,Ahmedabad,Hybrid,Intern,0,"₹7,300/mo - ₹18,600/mo","root cause analysis, 3d printing, autocad, catia, cnc, gd&t, fmea, time management, communication, ownership, attention to detail, problem solving, teamwork","As a Intern Industrial Engineer in the Manufacturing domain at AlloyPro, you will collaborate with cross-functional teams. Ensure quality standards are met across production lines. Design and develop mechanical components and systems. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-12-04
60,Health Informatics Specialist,Healthcare,Pharma,ClinTech,SME,Delhi NCR,Hybrid,Mid,4,"₹52,100/mo - ₹145,400/mo","medical coding, clinical documentation, lab management, clinical trials, ehr, healthcare analytics, patient coordination, time management, communication, empathy, attention to detail, problem solving","As a Mid Health Informatics Specialist in the Pharma domain at ClinTech, you will deliver high-quality outcomes. Analyse health data to support operational decisions. Coordinate with clinical teams to support patient care. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-03-10
61,Talent Acquisition Specialist,Human Resources,Consulting,InsightCo,MNC,Mumbai,Remote,Senior,8,"₹108,600/mo - ₹370,000/mo","screening, ai hiring tools, kpi tracking, people analytics, interviewing, compliance, hr policies, time management, communication, stakeholder management, attention to detail","As a Senior Talent Acquisition Specialist in the Consulting domain at InsightCo, you will contribute to a high-performing team. Support hiring, onboarding and employee lifecycle processes. Coordinate training and development programmes. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-12-10
62,Logistics Coordinator,Operations & Supply Chain,Automobile,MotorPro,MNC,Delhi NCR,Hybrid,Intern,0,"₹6,900/mo - ₹19,000/mo","supply chain analytics, power bi, supply chain ai, digital twin, tableau, erp, oracle, forecasting, procurement, process improvement, sap, time management, stakeholder management, problem solving, attention to detail, ownership","As a Intern Logistics Coordinator in the Automobile domain at MotorPro, you will deliver high-quality outcomes. Track inventory levels and manage procurement processes. Identify process improvement opportunities. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-12-27
63,Business Analyst,Data & Analytics,E-commerce,BazaarPro,MNC,Surat,Remote,Intern,0,"₹8,600/mo - ₹21,800/mo","tableau, data cleaning, data modeling, nlp, k-means, random forest, jupyter, numpy, vector databases, snowflake, mlops, storytelling, critical thinking, stakeholder management","As a Intern Business Analyst in the E-commerce domain at BazaarPro, you will build scalable solutions. Develop predictive models to support business decisions. Analyse large datasets to extract actionable insights. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-01-05
64,Compliance Analyst,Finance & Accounting,FMCG,BrandPlus,Startup,Pune,Remote,Fresher,1,"₹14,400/mo - ₹38,600/mo","excel, cash flow, python automation, bookkeeping, variance analysis, taxation, tally, communication, ownership, critical thinking, problem solving","As a Fresher Compliance Analyst in the FMCG domain at BrandPlus, you will deliver high-quality outcomes. Support budgeting, forecasting and financial planning. Analyse financial data to identify trends and risks. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-11-14
